fsw,cap,ind,pl_c
57894.73684,0.000583053,0.0001,0.000135693
57894.73684,0.000583053,0.000147368,6.30E-05
57894.73684,0.000583053,0.000194737,3.62E-05
57894.73684,0.000583053,0.000242105,2.35E-05
57894.73684,0.000583053,0.000289474,1.65E-05
57894.73684,0.000583053,0.000336842,1.22E-05
57894.73684,0.000583053,0.000384211,9.42E-06
57894.73684,0.000583053,0.000431579,7.49E-06
57894.73684,0.000583053,0.000478947,6.09E-06
57894.73684,0.000583053,0.000526316,5.06E-06
57894.73684,0.000583053,0.000573684,4.27E-06
57894.73684,0.000583053,0.000621053,3.65E-06
57894.73684,0.000583053,0.000668421,3.16E-06
57894.73684,0.000583053,0.000715789,2.76E-06
57894.73684,0.000583053,0.000763158,2.43E-06
57894.73684,0.000583053,0.000810526,2.16E-06
57894.73684,0.000583053,0.000857895,1.93E-06
57894.73684,0.000583053,0.000905263,1.74E-06
57894.73684,0.000583053,0.000952632,1.57E-06
57894.73684,0.000583053,0.001,1.43E-06
57894.73684,0.000618789,0.0001,0.00012788
57894.73684,0.000618789,0.000147368,5.94E-05
57894.73684,0.000618789,0.000194737,3.41E-05
57894.73684,0.000618789,0.000242105,2.22E-05
57894.73684,0.000618789,0.000289474,1.56E-05
57894.73684,0.000618789,0.000336842,1.15E-05
57894.73684,0.000618789,0.000384211,8.88E-06
57894.73684,0.000618789,0.000431579,7.06E-06
57894.73684,0.000618789,0.000478947,5.74E-06
57894.73684,0.000618789,0.000526316,4.77E-06
57894.73684,0.000618789,0.000573684,4.02E-06
57894.73684,0.000618789,0.000621053,3.44E-06
57894.73684,0.000618789,0.000668421,2.98E-06
57894.73684,0.000618789,0.000715789,2.60E-06
57894.73684,0.000618789,0.000763158,2.29E-06
57894.73684,0.000618789,0.000810526,2.03E-06
57894.73684,0.000618789,0.000857895,1.82E-06
57894.73684,0.000618789,0.000905263,1.64E-06
57894.73684,0.000618789,0.000952632,1.48E-06
57894.73684,0.000618789,0.001,1.35E-06
57894.73684,0.000654526,0.0001,0.000120921
57894.73684,0.000654526,0.000147368,5.61E-05
57894.73684,0.000654526,0.000194737,3.23E-05
57894.73684,0.000654526,0.000242105,2.10E-05
57894.73684,0.000654526,0.000289474,1.47E-05
57894.73684,0.000654526,0.000336842,1.09E-05
57894.73684,0.000654526,0.000384211,8.40E-06
57894.73684,0.000654526,0.000431579,6.67E-06
57894.73684,0.000654526,0.000478947,5.43E-06
57894.73684,0.000654526,0.000526316,4.51E-06
57894.73684,0.000654526,0.000573684,3.80E-06
57894.73684,0.000654526,0.000621053,3.25E-06
57894.73684,0.000654526,0.000668421,2.81E-06
57894.73684,0.000654526,0.000715789,2.46E-06
57894.73684,0.000654526,0.000763158,2.17E-06
57894.73684,0.000654526,0.000810526,1.92E-06
57894.73684,0.000654526,0.000857895,1.72E-06
57894.73684,0.000654526,0.000905263,1.55E-06
57894.73684,0.000654526,0.000952632,1.40E-06
57894.73684,0.000654526,0.001,1.27E-06
57894.73684,0.000690263,0.0001,0.000114676
57894.73684,0.000690263,0.000147368,5.32E-05
57894.73684,0.000690263,0.000194737,3.06E-05
57894.73684,0.000690263,0.000242105,1.99E-05
57894.73684,0.000690263,0.000289474,1.40E-05
57894.73684,0.000690263,0.000336842,1.03E-05
57894.73684,0.000690263,0.000384211,7.96E-06
57894.73684,0.000690263,0.000431579,6.33E-06
57894.73684,0.000690263,0.000478947,5.15E-06
57894.73684,0.000690263,0.000526316,4.28E-06
57894.73684,0.000690263,0.000573684,3.61E-06
57894.73684,0.000690263,0.000621053,3.08E-06
57894.73684,0.000690263,0.000668421,2.67E-06
57894.73684,0.000690263,0.000715789,2.33E-06
57894.73684,0.000690263,0.000763158,2.05E-06
57894.73684,0.000690263,0.000810526,1.82E-06
57894.73684,0.000690263,0.000857895,1.63E-06
57894.73684,0.000690263,0.000905263,1.47E-06
57894.73684,0.000690263,0.000952632,1.33E-06
57894.73684,0.000690263,0.001,1.28E-06
57894.73684,0.000726,0.0001,0.000109042
57894.73684,0.000726,0.000147368,5.06E-05
57894.73684,0.000726,0.000194737,2.91E-05
57894.73684,0.000726,0.000242105,1.89E-05
57894.73684,0.000726,0.000289474,1.33E-05
57894.73684,0.000726,0.000336842,9.82E-06
57894.73684,0.000726,0.000384211,7.57E-06
57894.73684,0.000726,0.000431579,6.02E-06
57894.73684,0.000726,0.000478947,4.90E-06
57894.73684,0.000726,0.000526316,4.07E-06
57894.73684,0.000726,0.000573684,3.43E-06
57894.73684,0.000726,0.000621053,2.93E-06
57894.73684,0.000726,0.000668421,2.54E-06
57894.73684,0.000726,0.000715789,2.22E-06
57894.73684,0.000726,0.000763158,1.95E-06
57894.73684,0.000726,0.000810526,1.73E-06
57894.73684,0.000726,0.000857895,1.55E-06
57894.73684,0.000726,0.000905263,1.40E-06
57894.73684,0.000726,0.000952632,1.28E-06
57894.73684,0.000726,0.001,5.13E-05
67368.42105,4.70E-05,0.0001,0.000961981
67368.42105,4.70E-05,0.000147368,0.000449032
67368.42105,4.70E-05,0.000194737,0.000258813
67368.42105,4.70E-05,0.000242105,0.000168279
67368.42105,4.70E-05,0.000289474,0.000118217
67368.42105,4.70E-05,0.000336842,8.76E-05
67368.42105,4.70E-05,0.000384211,6.76E-05
67368.42105,4.70E-05,0.000431579,5.37E-05
67368.42105,4.70E-05,0.000478947,4.37E-05
67368.42105,4.70E-05,0.000526316,3.63E-05
67368.42105,4.70E-05,0.000573684,3.07E-05
67368.42105,4.70E-05,0.000621053,2.62E-05
67368.42105,4.70E-05,0.000668421,2.27E-05
67368.42105,4.70E-05,0.000715789,1.98E-05
67368.42105,4.70E-05,0.000763158,1.75E-05
67368.42105,4.70E-05,0.000810526,1.55E-05
67368.42105,4.70E-05,0.000857895,1.39E-05
67368.42105,4.70E-05,0.000905263,1.25E-05
67368.42105,4.70E-05,0.000952632,1.13E-05
67368.42105,4.70E-05,0.001,1.03E-05
67368.42105,8.27E-05,0.0001,0.000581785
67368.42105,8.27E-05,0.000147368,0.00027097
67368.42105,8.27E-05,0.000194737,0.000156028
67368.42105,8.27E-05,0.000242105,0.000101374
67368.42105,8.27E-05,0.000289474,7.12E-05
67368.42105,8.27E-05,0.000336842,5.27E-05
67368.42105,8.27E-05,0.000384211,4.07E-05
67368.42105,8.27E-05,0.000431579,3.23E-05
67368.42105,8.27E-05,0.000478947,2.63E-05
67368.42105,8.27E-05,0.000526316,2.18E-05
67368.42105,8.27E-05,0.000573684,1.84E-05
67368.42105,8.27E-05,0.000621053,1.58E-05
67368.42105,8.27E-05,0.000668421,1.36E-05
67368.42105,8.27E-05,0.000715789,1.19E-05
67368.42105,8.27E-05,0.000763158,1.05E-05
67368.42105,8.27E-05,0.000810526,9.33E-06
67368.42105,8.27E-05,0.000857895,8.34E-06
67368.42105,8.27E-05,0.000905263,7.50E-06
67368.42105,8.27E-05,0.000952632,6.79E-06
67368.42105,8.27E-05,0.001,6.17E-06
67368.42105,0.000118474,0.0001,0.000414059
67368.42105,0.000118474,0.000147368,0.000192652
67368.42105,0.000118474,0.000194737,0.00011088
67368.42105,0.000118474,0.000242105,7.20E-05
67368.42105,0.000118474,0.000289474,5.06E-05
67368.42105,0.000118474,0.000336842,3.75E-05
67368.42105,0.000118474,0.000384211,2.89E-05
67368.42105,0.000118474,0.000431579,2.29E-05
67368.42105,0.000118474,0.000478947,1.87E-05
67368.42105,0.000118474,0.000526316,1.55E-05
67368.42105,0.000118474,0.000573684,1.31E-05
67368.42105,0.000118474,0.000621053,1.12E-05
67368.42105,0.000118474,0.000668421,9.68E-06
67368.42105,0.000118474,0.000715789,8.46E-06
67368.42105,0.000118474,0.000763158,7.45E-06
67368.42105,0.000118474,0.000810526,6.62E-06
67368.42105,0.000118474,0.000857895,5.92E-06
67368.42105,0.000118474,0.000905263,5.33E-06
67368.42105,0.000118474,0.000952632,4.82E-06
67368.42105,0.000118474,0.001,4.38E-06
67368.42105,0.000154211,0.0001,0.000320783
67368.42105,0.000154211,0.000147368,0.000149198
67368.42105,0.000154211,0.000194737,8.58E-05
67368.42105,0.000154211,0.000242105,5.58E-05
67368.42105,0.000154211,0.000289474,3.91E-05
67368.42105,0.000154211,0.000336842,2.90E-05
67368.42105,0.000154211,0.000384211,2.23E-05
67368.42105,0.000154211,0.000431579,1.78E-05
67368.42105,0.000154211,0.000478947,1.45E-05
67368.42105,0.000154211,0.000526316,1.20E-05
67368.42105,0.000154211,0.000573684,1.01E-05
67368.42105,0.000154211,0.000621053,8.66E-06
67368.42105,0.000154211,0.000668421,7.49E-06
67368.42105,0.000154211,0.000715789,6.54E-06
67368.42105,0.000154211,0.000763158,5.77E-06
67368.42105,0.000154211,0.000810526,5.12E-06
67368.42105,0.000154211,0.000857895,4.58E-06
67368.42105,0.000154211,0.000905263,4.12E-06
67368.42105,0.000154211,0.000952632,3.73E-06
67368.42105,0.000154211,0.001,3.39E-06
67368.42105,0.000189947,0.0001,0.000261633
67368.42105,0.000189947,0.000147368,0.00012164
67368.42105,0.000189947,0.000194737,7.00E-05
67368.42105,0.000189947,0.000242105,4.54E-05
67368.42105,0.000189947,0.000289474,3.19E-05
67368.42105,0.000189947,0.000336842,2.36E-05
67368.42105,0.000189947,0.000384211,1.82E-05
67368.42105,0.000189947,0.000431579,1.45E-05
67368.42105,0.000189947,0.000478947,1.18E-05
67368.42105,0.000189947,0.000526316,9.78E-06
67368.42105,0.000189947,0.000573684,8.25E-06
67368.42105,0.000189947,0.000621053,7.06E-06
67368.42105,0.000189947,0.000668421,6.10E-06
67368.42105,0.000189947,0.000715789,5.33E-06
67368.42105,0.000189947,0.000763158,4.70E-06
67368.42105,0.000189947,0.000810526,4.17E-06
67368.42105,0.000189947,0.000857895,3.73E-06
67368.42105,0.000189947,0.000905263,3.36E-06
67368.42105,0.000189947,0.000952632,3.04E-06
67368.42105,0.000189947,0.001,2.76E-06
67368.42105,0.000225684,0.0001,0.000220827
67368.42105,0.000225684,0.000147368,0.000102648
67368.42105,0.000225684,0.000194737,5.90E-05
67368.42105,0.000225684,0.000242105,3.83E-05
67368.42105,0.000225684,0.000289474,2.69E-05
67368.42105,0.000225684,0.000336842,1.99E-05
67368.42105,0.000225684,0.000384211,1.54E-05
67368.42105,0.000225684,0.000431579,1.22E-05
67368.42105,0.000225684,0.000478947,9.94E-06
67368.42105,0.000225684,0.000526316,8.25E-06
67368.42105,0.000225684,0.000573684,6.96E-06
67368.42105,0.000225684,0.000621053,5.95E-06
67368.42105,0.000225684,0.000668421,5.15E-06
67368.42105,0.000225684,0.000715789,4.50E-06
67368.42105,0.000225684,0.000763158,3.96E-06
67368.42105,0.000225684,0.000810526,3.52E-06
67368.42105,0.000225684,0.000857895,3.15E-06
67368.42105,0.000225684,0.000905263,2.83E-06
67368.42105,0.000225684,0.000952632,2.56E-06
67368.42105,0.000225684,0.001,2.33E-06
67368.42105,0.000261421,0.0001,0.000190993
67368.42105,0.000261421,0.000147368,8.88E-05
67368.42105,0.000261421,0.000194737,5.11E-05
67368.42105,0.000261421,0.000242105,3.32E-05
67368.42105,0.000261421,0.000289474,2.33E-05
67368.42105,0.000261421,0.000336842,1.72E-05
67368.42105,0.000261421,0.000384211,1.33E-05
67368.42105,0.000261421,0.000431579,1.06E-05
67368.42105,0.000261421,0.000478947,8.59E-06
67368.42105,0.000261421,0.000526316,7.13E-06
67368.42105,0.000261421,0.000573684,6.02E-06
67368.42105,0.000261421,0.000621053,5.15E-06
67368.42105,0.000261421,0.000668421,4.45E-06
67368.42105,0.000261421,0.000715789,3.89E-06
67368.42105,0.000261421,0.000763158,3.43E-06
67368.42105,0.000261421,0.000810526,3.04E-06
67368.42105,0.000261421,0.000857895,2.72E-06
67368.42105,0.000261421,0.000905263,2.45E-06
67368.42105,0.000261421,0.000952632,2.21E-06
67368.42105,0.000261421,0.001,2.01E-06
67368.42105,0.000297158,0.0001,0.000168248
67368.42105,0.000297158,0.000147368,7.82E-05
67368.42105,0.000297158,0.000194737,4.50E-05
67368.42105,0.000297158,0.000242105,2.92E-05
67368.42105,0.000297158,0.000289474,2.05E-05
67368.42105,0.000297158,0.000336842,1.52E-05
67368.42105,0.000297158,0.000384211,1.17E-05
67368.42105,0.000297158,0.000431579,9.30E-06
67368.42105,0.000297158,0.000478947,7.57E-06
67368.42105,0.000297158,0.000526316,6.28E-06
67368.42105,0.000297158,0.000573684,5.30E-06
67368.42105,0.000297158,0.000621053,4.53E-06
67368.42105,0.000297158,0.000668421,3.92E-06
67368.42105,0.000297158,0.000715789,3.42E-06
67368.42105,0.000297158,0.000763158,3.02E-06
67368.42105,0.000297158,0.000810526,2.68E-06
67368.42105,0.000297158,0.000857895,2.40E-06
67368.42105,0.000297158,0.000905263,2.16E-06
67368.42105,0.000297158,0.000952632,1.95E-06
67368.42105,0.000297158,0.001,1.77E-06
67368.42105,0.000332895,0.0001,0.000150334
67368.42105,0.000332895,0.000147368,6.99E-05
67368.42105,0.000332895,0.000194737,4.02E-05
67368.42105,0.000332895,0.000242105,2.61E-05
67368.42105,0.000332895,0.000289474,1.83E-05
67368.42105,0.000332895,0.000336842,1.36E-05
67368.42105,0.000332895,0.000384211,1.05E-05
67368.42105,0.000332895,0.000431579,8.30E-06
67368.42105,0.000332895,0.000478947,6.76E-06
67368.42105,0.000332895,0.000526316,5.61E-06
67368.42105,0.000332895,0.000573684,4.73E-06
67368.42105,0.000332895,0.000621053,4.05E-06
67368.42105,0.000332895,0.000668421,3.50E-06
67368.42105,0.000332895,0.000715789,3.06E-06
67368.42105,0.000332895,0.000763158,2.70E-06
67368.42105,0.000332895,0.000810526,2.39E-06
67368.42105,0.000332895,0.000857895,2.14E-06
67368.42105,0.000332895,0.000905263,1.93E-06
67368.42105,0.000332895,0.000952632,1.74E-06
67368.42105,0.000332895,0.001,1.58E-06
67368.42105,0.000368632,0.0001,0.00013586
67368.42105,0.000368632,0.000147368,6.31E-05
67368.42105,0.000368632,0.000194737,3.63E-05
67368.42105,0.000368632,0.000242105,2.36E-05
67368.42105,0.000368632,0.000289474,1.65E-05
67368.42105,0.000368632,0.000336842,1.23E-05
67368.42105,0.000368632,0.000384211,9.44E-06
67368.42105,0.000368632,0.000431579,7.50E-06
67368.42105,0.000368632,0.000478947,6.11E-06
67368.42105,0.000368632,0.000526316,5.07E-06
67368.42105,0.000368632,0.000573684,4.28E-06
67368.42105,0.000368632,0.000621053,3.66E-06
67368.42105,0.000368632,0.000668421,3.16E-06
67368.42105,0.000368632,0.000715789,2.76E-06
67368.42105,0.000368632,0.000763158,2.44E-06
67368.42105,0.000368632,0.000810526,2.16E-06
67368.42105,0.000368632,0.000857895,1.93E-06
67368.42105,0.000368632,0.000905263,1.74E-06
67368.42105,0.000368632,0.000952632,1.57E-06
67368.42105,0.000368632,0.001,1.43E-06
67368.42105,0.000404368,0.0001,0.00012393
67368.42105,0.000404368,0.000147368,5.76E-05
67368.42105,0.000404368,0.000194737,3.31E-05
67368.42105,0.000404368,0.000242105,2.15E-05
67368.42105,0.000404368,0.000289474,1.51E-05
67368.42105,0.000404368,0.000336842,1.12E-05
67368.42105,0.000404368,0.000384211,8.61E-06
67368.42105,0.000404368,0.000431579,6.84E-06
67368.42105,0.000404368,0.000478947,5.57E-06
67368.42105,0.000404368,0.000526316,4.63E-06
67368.42105,0.000404368,0.000573684,3.90E-06
67368.42105,0.000404368,0.000621053,3.34E-06
67368.42105,0.000404368,0.000668421,2.89E-06
67368.42105,0.000404368,0.000715789,2.52E-06
67368.42105,0.000404368,0.000763158,2.22E-06
67368.42105,0.000404368,0.000810526,1.97E-06
67368.42105,0.000404368,0.000857895,1.76E-06
67368.42105,0.000404368,0.000905263,1.59E-06
67368.42105,0.000404368,0.000952632,1.44E-06
67368.42105,0.000404368,0.001,1.30E-06
67368.42105,0.000440105,0.0001,0.000113915
67368.42105,0.000440105,0.000147368,5.29E-05
67368.42105,0.000440105,0.000194737,3.04E-05
67368.42105,0.000440105,0.000242105,1.98E-05
67368.42105,0.000440105,0.000289474,1.39E-05
67368.42105,0.000440105,0.000336842,1.03E-05
67368.42105,0.000440105,0.000384211,7.92E-06
67368.42105,0.000440105,0.000431579,6.29E-06
67368.42105,0.000440105,0.000478947,5.12E-06
67368.42105,0.000440105,0.000526316,4.25E-06
67368.42105,0.000440105,0.000573684,3.59E-06
67368.42105,0.000440105,0.000621053,3.07E-06
67368.42105,0.000440105,0.000668421,2.65E-06
67368.42105,0.000440105,0.000715789,2.32E-06
67368.42105,0.000440105,0.000763158,2.04E-06
67368.42105,0.000440105,0.000810526,1.81E-06
67368.42105,0.000440105,0.000857895,1.62E-06
67368.42105,0.000440105,0.000905263,1.46E-06
67368.42105,0.000440105,0.000952632,1.32E-06
67368.42105,0.000440105,0.001,1.20E-06
67368.42105,0.000475842,0.0001,0.000105405
67368.42105,0.000475842,0.000147368,4.90E-05
67368.42105,0.000475842,0.000194737,2.82E-05
67368.42105,0.000475842,0.000242105,1.83E-05
67368.42105,0.000475842,0.000289474,1.28E-05
67368.42105,0.000475842,0.000336842,9.50E-06
67368.42105,0.000475842,0.000384211,7.32E-06
67368.42105,0.000475842,0.000431579,5.82E-06
67368.42105,0.000475842,0.000478947,4.74E-06
67368.42105,0.000475842,0.000526316,3.93E-06
67368.42105,0.000475842,0.000573684,3.32E-06
67368.42105,0.000475842,0.000621053,2.84E-06
67368.42105,0.000475842,0.000668421,2.45E-06
67368.42105,0.000475842,0.000715789,2.14E-06
67368.42105,0.000475842,0.000763158,1.89E-06
67368.42105,0.000475842,0.000810526,1.68E-06
67368.42105,0.000475842,0.000857895,1.50E-06
67368.42105,0.000475842,0.000905263,1.35E-06
67368.42105,0.000475842,0.000952632,1.22E-06
67368.42105,0.000475842,0.001,1.11E-06
67368.42105,0.000511579,0.0001,9.81E-05
67368.42105,0.000511579,0.000147368,4.56E-05
67368.42105,0.000511579,0.000194737,2.62E-05
67368.42105,0.000511579,0.000242105,1.70E-05
67368.42105,0.000511579,0.000289474,1.19E-05
67368.42105,0.000511579,0.000336842,8.84E-06
67368.42105,0.000511579,0.000384211,6.81E-06
67368.42105,0.000511579,0.000431579,5.41E-06
67368.42105,0.000511579,0.000478947,4.41E-06
67368.42105,0.000511579,0.000526316,3.66E-06
67368.42105,0.000511579,0.000573684,3.09E-06
67368.42105,0.000511579,0.000621053,2.64E-06
67368.42105,0.000511579,0.000668421,2.28E-06
67368.42105,0.000511579,0.000715789,1.99E-06
67368.42105,0.000511579,0.000763158,1.76E-06
67368.42105,0.000511579,0.000810526,1.56E-06
67368.42105,0.000511579,0.000857895,1.40E-06
67368.42105,0.000511579,0.000905263,1.26E-06
67368.42105,0.000511579,0.000952632,1.14E-06
67368.42105,0.000511579,0.001,1.03E-06
67368.42105,0.000547316,0.0001,9.17E-05
67368.42105,0.000547316,0.000147368,4.26E-05
67368.42105,0.000547316,0.000194737,2.45E-05
67368.42105,0.000547316,0.000242105,1.59E-05
67368.42105,0.000547316,0.000289474,1.12E-05
67368.42105,0.000547316,0.000336842,8.26E-06
67368.42105,0.000547316,0.000384211,6.37E-06
67368.42105,0.000547316,0.000431579,5.06E-06
67368.42105,0.000547316,0.000478947,4.12E-06
67368.42105,0.000547316,0.000526316,3.42E-06
67368.42105,0.000547316,0.000573684,2.89E-06
67368.42105,0.000547316,0.000621053,2.47E-06
67368.42105,0.000547316,0.000668421,2.13E-06
67368.42105,0.000547316,0.000715789,1.86E-06
67368.42105,0.000547316,0.000763158,1.64E-06
67368.42105,0.000547316,0.000810526,1.46E-06
67368.42105,0.000547316,0.000857895,1.30E-06
67368.42105,0.000547316,0.000905263,1.17E-06
67368.42105,0.000547316,0.000952632,1.06E-06
67368.42105,0.000547316,0.001,9.65E-07
67368.42105,0.000583053,0.0001,8.61E-05
67368.42105,0.000583053,0.000147368,4.00E-05
67368.42105,0.000583053,0.000194737,2.30E-05
67368.42105,0.000583053,0.000242105,1.49E-05
67368.42105,0.000583053,0.000289474,1.05E-05
67368.42105,0.000583053,0.000336842,7.76E-06
67368.42105,0.000583053,0.000384211,5.98E-06
67368.42105,0.000583053,0.000431579,4.75E-06
67368.42105,0.000583053,0.000478947,3.87E-06
67368.42105,0.000583053,0.000526316,3.21E-06
67368.42105,0.000583053,0.000573684,2.71E-06
67368.42105,0.000583053,0.000621053,2.32E-06
67368.42105,0.000583053,0.000668421,2.00E-06
67368.42105,0.000583053,0.000715789,1.75E-06
67368.42105,0.000583053,0.000763158,1.54E-06
67368.42105,0.000583053,0.000810526,1.37E-06
67368.42105,0.000583053,0.000857895,1.22E-06
67368.42105,0.000583053,0.000905263,1.10E-06
67368.42105,0.000583053,0.000952632,9.97E-07
67368.42105,0.000583053,0.001,9.06E-07
67368.42105,0.000618789,0.0001,8.11E-05
67368.42105,0.000618789,0.000147368,3.77E-05
67368.42105,0.000618789,0.000194737,2.17E-05
67368.42105,0.000618789,0.000242105,1.41E-05
67368.42105,0.000618789,0.000289474,9.87E-06
67368.42105,0.000618789,0.000336842,7.31E-06
67368.42105,0.000618789,0.000384211,5.64E-06
67368.42105,0.000618789,0.000431579,4.48E-06
67368.42105,0.000618789,0.000478947,3.64E-06
67368.42105,0.000618789,0.000526316,3.03E-06
67368.42105,0.000618789,0.000573684,2.55E-06
67368.42105,0.000618789,0.000621053,2.18E-06
67368.42105,0.000618789,0.000668421,1.89E-06
67368.42105,0.000618789,0.000715789,1.65E-06
67368.42105,0.000618789,0.000763158,1.45E-06
67368.42105,0.000618789,0.000810526,1.29E-06
67368.42105,0.000618789,0.000857895,1.15E-06
67368.42105,0.000618789,0.000905263,1.04E-06
67368.42105,0.000618789,0.000952632,9.39E-07
67368.42105,0.000618789,0.001,8.54E-07
67368.42105,0.000654526,0.0001,7.67E-05
67368.42105,0.000654526,0.000147368,3.56E-05
67368.42105,0.000654526,0.000194737,2.05E-05
67368.42105,0.000654526,0.000242105,1.33E-05
67368.42105,0.000654526,0.000289474,9.34E-06
67368.42105,0.000654526,0.000336842,6.91E-06
67368.42105,0.000654526,0.000384211,5.33E-06
67368.42105,0.000654526,0.000431579,4.23E-06
67368.42105,0.000654526,0.000478947,3.45E-06
67368.42105,0.000654526,0.000526316,2.86E-06
67368.42105,0.000654526,0.000573684,2.41E-06
67368.42105,0.000654526,0.000621053,2.06E-06
67368.42105,0.000654526,0.000668421,1.79E-06
67368.42105,0.000654526,0.000715789,1.56E-06
67368.42105,0.000654526,0.000763158,1.37E-06
67368.42105,0.000654526,0.000810526,1.22E-06
67368.42105,0.000654526,0.000857895,1.09E-06
67368.42105,0.000654526,0.000905263,9.82E-07
67368.42105,0.000654526,0.000952632,8.88E-07
67368.42105,0.000654526,0.001,8.08E-07
67368.42105,0.000690263,0.0001,7.28E-05
67368.42105,0.000690263,0.000147368,3.38E-05
67368.42105,0.000690263,0.000194737,1.94E-05
67368.42105,0.000690263,0.000242105,1.26E-05
67368.42105,0.000690263,0.000289474,8.85E-06
67368.42105,0.000690263,0.000336842,6.56E-06
67368.42105,0.000690263,0.000384211,5.05E-06
67368.42105,0.000690263,0.000431579,4.02E-06
67368.42105,0.000690263,0.000478947,3.27E-06
67368.42105,0.000690263,0.000526316,2.71E-06
67368.42105,0.000690263,0.000573684,2.29E-06
67368.42105,0.000690263,0.000621053,1.96E-06
67368.42105,0.000690263,0.000668421,1.69E-06
67368.42105,0.000690263,0.000715789,1.48E-06
67368.42105,0.000690263,0.000763158,1.30E-06
67368.42105,0.000690263,0.000810526,1.16E-06
67368.42105,0.000690263,0.000857895,1.04E-06
67368.42105,0.000690263,0.000905263,9.31E-07
67368.42105,0.000690263,0.000952632,8.44E-07
67368.42105,0.000690263,0.001,8.00E-07
67368.42105,0.000726,0.0001,6.92E-05
67368.42105,0.000726,0.000147368,3.21E-05
67368.42105,0.000726,0.000194737,1.85E-05
67368.42105,0.000726,0.000242105,1.20E-05
67368.42105,0.000726,0.000289474,8.42E-06
67368.42105,0.000726,0.000336842,6.24E-06
67368.42105,0.000726,0.000384211,4.81E-06
67368.42105,0.000726,0.000431579,3.82E-06
67368.42105,0.000726,0.000478947,3.11E-06
67368.42105,0.000726,0.000526316,2.58E-06
67368.42105,0.000726,0.000573684,2.18E-06
67368.42105,0.000726,0.000621053,1.86E-06
67368.42105,0.000726,0.000668421,1.61E-06
67368.42105,0.000726,0.000715789,1.41E-06
67368.42105,0.000726,0.000763158,1.24E-06
67368.42105,0.000726,0.000810526,1.10E-06
67368.42105,0.000726,0.000857895,9.84E-07
67368.42105,0.000726,0.000905263,8.86E-07
67368.42105,0.000726,0.000952632,8.29E-07
67368.42105,0.000726,0.001,2.24E-05
76842.10526,4.70E-05,0.0001,0.000632715
76842.10526,4.70E-05,0.000147368,0.000295269
76842.10526,4.70E-05,0.000194737,0.000170203
76842.10526,4.70E-05,0.000242105,0.000110669
76842.10526,4.70E-05,0.000289474,7.77E-05
76842.10526,4.70E-05,0.000336842,5.76E-05
76842.10526,4.70E-05,0.000384211,4.44E-05
76842.10526,4.70E-05,0.000431579,3.53E-05
76842.10526,4.70E-05,0.000478947,2.88E-05
76842.10526,4.70E-05,0.000526316,2.39E-05
76842.10526,4.70E-05,0.000573684,2.02E-05
76842.10526,4.70E-05,0.000621053,1.72E-05
76842.10526,4.70E-05,0.000668421,1.49E-05
76842.10526,4.70E-05,0.000715789,1.30E-05
76842.10526,4.70E-05,0.000763158,1.15E-05
76842.10526,4.70E-05,0.000810526,1.02E-05
76842.10526,4.70E-05,0.000857895,9.13E-06
76842.10526,4.70E-05,0.000905263,8.21E-06
76842.10526,4.70E-05,0.000952632,7.43E-06
76842.10526,4.70E-05,0.001,6.75E-06
76842.10526,8.27E-05,0.0001,0.000388738
76842.10526,8.27E-05,0.000147368,0.000181036
76842.10526,8.27E-05,0.000194737,0.000104239
76842.10526,8.27E-05,0.000242105,6.77E-05
76842.10526,8.27E-05,0.000289474,4.76E-05
76842.10526,8.27E-05,0.000336842,3.52E-05
76842.10526,8.27E-05,0.000384211,2.72E-05
76842.10526,8.27E-05,0.000431579,2.16E-05
76842.10526,8.27E-05,0.000478947,1.76E-05
76842.10526,8.27E-05,0.000526316,1.46E-05
76842.10526,8.27E-05,0.000573684,1.23E-05
76842.10526,8.27E-05,0.000621053,1.05E-05
76842.10526,8.27E-05,0.000668421,9.11E-06
76842.10526,8.27E-05,0.000715789,7.96E-06
76842.10526,8.27E-05,0.000763158,7.02E-06
76842.10526,8.27E-05,0.000810526,6.23E-06
76842.10526,8.27E-05,0.000857895,5.57E-06
76842.10526,8.27E-05,0.000905263,5.01E-06
76842.10526,8.27E-05,0.000952632,4.53E-06
76842.10526,8.27E-05,0.001,4.12E-06
76842.10526,0.000118474,0.0001,0.000277887
76842.10526,0.000118474,0.000147368,0.000129295
76842.10526,0.000118474,0.000194737,7.44E-05
76842.10526,0.000118474,0.000242105,4.83E-05
76842.10526,0.000118474,0.000289474,3.39E-05
76842.10526,0.000118474,0.000336842,2.51E-05
76842.10526,0.000118474,0.000384211,1.94E-05
76842.10526,0.000118474,0.000431579,1.54E-05
76842.10526,0.000118474,0.000478947,1.25E-05
76842.10526,0.000118474,0.000526316,1.04E-05
76842.10526,0.000118474,0.000573684,8.78E-06
76842.10526,0.000118474,0.000621053,7.51E-06
76842.10526,0.000118474,0.000668421,6.50E-06
76842.10526,0.000118474,0.000715789,5.67E-06
76842.10526,0.000118474,0.000763158,5.00E-06
76842.10526,0.000118474,0.000810526,4.44E-06
76842.10526,0.000118474,0.000857895,3.97E-06
76842.10526,0.000118474,0.000905263,3.57E-06
76842.10526,0.000118474,0.000952632,3.23E-06
76842.10526,0.000118474,0.001,2.94E-06
76842.10526,0.000154211,0.0001,0.000215701
76842.10526,0.000154211,0.000147368,0.000100319
