fsw,cap,ind,pl_c
20000,0.000511579,0.000952632,4.33E-05
20000,0.000511579,0.001,3.94E-05
20000,0.000547316,0.0001,0.00350742
20000,0.000547316,0.000147368,0.00162738
20000,0.000547316,0.000194737,0.000935654
20000,0.000547316,0.000242105,0.000607352
20000,0.000547316,0.000289474,0.0004261
20000,0.000547316,0.000336842,0.00031557
20000,0.000547316,0.000384211,0.000243181
20000,0.000547316,0.000431579,0.00019321
20000,0.000547316,0.000478947,0.000157253
20000,0.000547316,0.000526316,0.000130543
20000,0.000547316,0.000573684,0.000110109
20000,0.000547316,0.000621053,9.41E-05
20000,0.000547316,0.000668421,8.14E-05
20000,0.000547316,0.000715789,7.11E-05
20000,0.000547316,0.000763158,6.27E-05
20000,0.000547316,0.000810526,5.57E-05
20000,0.000547316,0.000857895,4.98E-05
20000,0.000547316,0.000905263,4.48E-05
20000,0.000547316,0.000952632,4.05E-05
20000,0.000547316,0.001,3.68E-05
20000,0.000583053,0.0001,0.00329291
20000,0.000583053,0.000147368,0.00152801
20000,0.000583053,0.000194737,0.000878431
20000,0.000583053,0.000242105,0.000570229
20000,0.000583053,0.000289474,0.00040008
20000,0.000583053,0.000336842,0.000296287
20000,0.000583053,0.000384211,0.000228341
20000,0.000583053,0.000431579,0.000181407
20000,0.000583053,0.000478947,0.000147639
20000,0.000583053,0.000526316,0.000122567
20000,0.000583053,0.000573684,0.000103381
20000,0.000583053,0.000621053,8.84E-05
20000,0.000583053,0.000668421,7.65E-05
20000,0.000583053,0.000715789,6.68E-05
20000,0.000583053,0.000763158,5.89E-05
20000,0.000583053,0.000810526,5.23E-05
20000,0.000583053,0.000857895,4.67E-05
20000,0.000583053,0.000905263,4.20E-05
20000,0.000583053,0.000952632,3.80E-05
20000,0.000583053,0.001,3.46E-05
20000,0.000618789,0.0001,0.00310345
20000,0.000618789,0.000147368,0.00143992
20000,0.000618789,0.000194737,0.000827812
20000,0.000618789,0.000242105,0.000537407
20000,0.000618789,0.000289474,0.000377027
20000,0.000618789,0.000336842,0.00027921
20000,0.000618789,0.000384211,0.000215167
20000,0.000618789,0.000431579,0.000170953
20000,0.000618789,0.000478947,0.000139135
20000,0.000618789,0.000526316,0.000115505
20000,0.000618789,0.000573684,9.74E-05
20000,0.000618789,0.000621053,8.33E-05
20000,0.000618789,0.000668421,7.20E-05
20000,0.000618789,0.000715789,6.29E-05
20000,0.000618789,0.000763158,5.55E-05
20000,0.000618789,0.000810526,4.93E-05
20000,0.000618789,0.000857895,4.41E-05
20000,0.000618789,0.000905263,3.96E-05
20000,0.000618789,0.000952632,3.58E-05
20000,0.000618789,0.001,3.26E-05
20000,0.000654526,0.0001,0.00293427
20000,0.000654526,0.000147368,0.00136149
20000,0.000654526,0.000194737,0.000782712
20000,0.000654526,0.000242105,0.000508127
20000,0.000654526,0.000289474,0.000356469
20000,0.000654526,0.000336842,0.000264017
20000,0.000654526,0.000384211,0.000203449
20000,0.000654526,0.000431579,0.000161638
20000,0.000654526,0.000478947,0.000131566
20000,0.000654526,0.000526316,0.000109218
20000,0.000654526,0.000573684,9.21E-05
20000,0.000654526,0.000621053,7.88E-05
20000,0.000654526,0.000668421,6.81E-05
20000,0.000654526,0.000715789,5.95E-05
20000,0.000654526,0.000763158,5.25E-05
20000,0.000654526,0.000810526,4.66E-05
20000,0.000654526,0.000857895,4.17E-05
20000,0.000654526,0.000905263,3.75E-05
20000,0.000654526,0.000952632,3.39E-05
20000,0.000654526,0.001,3.08E-05
20000,0.000690263,0.0001,0.00278269
20000,0.000690263,0.000147368,0.00129117
20000,0.000690263,0.000194737,0.000742285
20000,0.000690263,0.000242105,0.000481861
20000,0.000690263,0.000289474,0.000338059
20000,0.000690263,0.000336842,0.000250383
20000,0.000690263,0.000384211,0.000192957
20000,0.000690263,0.000431579,0.00015329
20000,0.000690263,0.000478947,0.000124765
20000,0.000690263,0.000526316,0.000103574
20000,0.000690263,0.000573684,8.74E-05
20000,0.000690263,0.000621053,7.47E-05
20000,0.000690263,0.000668421,6.46E-05
20000,0.000690263,0.000715789,5.64E-05
20000,0.000690263,0.000763158,4.97E-05
20000,0.000690263,0.000810526,4.42E-05
20000,0.000690263,0.000857895,3.95E-05
20000,0.000690263,0.000905263,3.55E-05
20000,0.000690263,0.000952632,3.21E-05
20000,0.000690263,0.001,2.98E-05
20000,0.000726,0.0001,0.00264597
20000,0.000726,0.000147368,0.00122774
20000,0.000726,0.000194737,0.000705824
20000,0.000726,0.000242105,0.000458167
20000,0.000726,0.000289474,0.000321462
20000,0.000726,0.000336842,0.000238075
20000,0.000726,0.000384211,0.000183468
20000,0.000726,0.000431579,0.000145767
20000,0.000726,0.000478947,0.000118632
20000,0.000726,0.000526316,9.85E-05
20000,0.000726,0.000573684,8.31E-05
20000,0.000726,0.000621053,7.10E-05
20000,0.000726,0.000668421,6.14E-05
20000,0.000726,0.000715789,5.37E-05
20000,0.000726,0.000763158,4.73E-05
20000,0.000726,0.000810526,4.20E-05
20000,0.000726,0.000857895,3.76E-05
20000,0.000726,0.000905263,3.38E-05
20000,0.000726,0.000952632,3.06E-05
20000,0.000726,0.001,0.000364175
29473.68421,4.70E-05,0.0001,0.0123031
29473.68421,4.70E-05,0.000147368,0.00572687
29473.68421,4.70E-05,0.000194737,0.00329617
29473.68421,4.70E-05,0.000242105,0.00214062
29473.68421,4.70E-05,0.000289474,0.00150297
29473.68421,4.70E-05,0.000336842,0.00111396
29473.68421,4.70E-05,0.000384211,0.000858676
29473.68421,4.70E-05,0.000431579,0.000682297
29473.68421,4.70E-05,0.000478947,0.000555396
29473.68421,4.70E-05,0.000526316,0.00046126
29473.68421,4.70E-05,0.000573684,0.000389181
29473.68421,4.70E-05,0.000621053,0.000332718
29473.68421,4.70E-05,0.000668421,0.000287797
29473.68421,4.70E-05,0.000715789,0.000251488
29473.68421,4.70E-05,0.000763158,0.000221675
29473.68421,4.70E-05,0.000810526,0.0001969
29473.68421,4.70E-05,0.000857895,0.000176064
29473.68421,4.70E-05,0.000905263,0.000158381
29473.68421,4.70E-05,0.000952632,0.000143231
29473.68421,4.70E-05,0.001,0.000130215
29473.68421,8.27E-05,0.0001,0.00711563
29473.68421,8.27E-05,0.000147368,0.00330797
29473.68421,8.27E-05,0.000194737,0.00190345
29473.68421,8.27E-05,0.000242105,0.00123613
29473.68421,8.27E-05,0.000289474,0.000867787
29473.68421,8.27E-05,0.000336842,0.000642831
29473.68421,8.27E-05,0.000384211,0.000495411
29473.68421,8.27E-05,0.000431579,0.000393606
29473.68421,8.27E-05,0.000478947,0.00032037
29473.68421,8.27E-05,0.000526316,0.000266004
29473.68421,8.27E-05,0.000573684,0.000224407
29473.68421,8.27E-05,0.000621053,0.000191878
29473.68421,8.27E-05,0.000668421,0.000165976
29473.68421,8.27E-05,0.000715789,0.00014505
29473.68421,8.27E-05,0.000763158,0.000127844
29473.68421,8.27E-05,0.000810526,0.00011353
29473.68421,8.27E-05,0.000857895,0.000101514
29473.68421,8.27E-05,0.000905263,9.13E-05
29473.68421,8.27E-05,0.000952632,8.26E-05
29473.68421,8.27E-05,0.001,7.51E-05
29473.68421,0.000118474,0.0001,0.00500288
29473.68421,0.000118474,0.000147368,0.00232485
29473.68421,0.000118474,0.000194737,0.00133715
29473.68421,0.000118474,0.000242105,0.000868322
29473.68421,0.000118474,0.000289474,0.00060948
29473.68421,0.000118474,0.000336842,0.00045146
29473.68421,0.000118474,0.000384211,0.000347933
29473.68421,0.000118474,0.000431579,0.000276416
29473.68421,0.000118474,0.000478947,0.000225003
29473.68421,0.000118474,0.000526316,0.00018681
29473.68421,0.000118474,0.000573684,0.000157591
29473.68421,0.000118474,0.000621053,0.000134732
29473.68421,0.000118474,0.000668421,0.000116549
29473.68421,0.000118474,0.000715789,0.000101834
29473.68421,0.000118474,0.000763158,8.98E-05
29473.68421,0.000118474,0.000810526,7.97E-05
29473.68421,0.000118474,0.000857895,7.13E-05
29473.68421,0.000118474,0.000905263,6.41E-05
29473.68421,0.000118474,0.000952632,5.80E-05
29473.68421,0.000118474,0.001,5.27E-05
29473.68421,0.000154211,0.0001,0.00385626
29473.68421,0.000154211,0.000147368,0.0017917
29473.68421,0.000154211,0.000194737,0.00103046
29473.68421,0.000154211,0.000242105,0.000669066
29473.68421,0.000154211,0.000289474,0.000469554
29473.68421,0.000154211,0.000336842,0.000347818
29473.68421,0.000154211,0.000384211,0.000268049
29473.68421,0.000154211,0.000431579,0.000212991
29473.68421,0.000154211,0.000478947,0.00017335
29473.68421,0.000154211,0.000526316,0.000143927
29473.68421,0.000154211,0.000573684,0.000121407
29473.68421,0.000154211,0.000621053,0.000103793
29473.68421,0.000154211,0.000668421,8.98E-05
29473.68421,0.000154211,0.000715789,7.84E-05
29473.68421,0.000154211,0.000763158,6.91E-05
29473.68421,0.000154211,0.000810526,6.14E-05
29473.68421,0.000154211,0.000857895,5.49E-05
29473.68421,0.000154211,0.000905263,4.94E-05
29473.68421,0.000154211,0.000952632,4.47E-05
29473.68421,0.000154211,0.001,4.06E-05
29473.68421,0.000189947,0.0001,0.00313711
29473.68421,0.000189947,0.000147368,0.00145735
29473.68421,0.000189947,0.000194737,0.000838108
29473.68421,0.000189947,0.000242105,0.000544154
29473.68421,0.000189947,0.000289474,0.000381876
29473.68421,0.000189947,0.000336842,0.000282879
29473.68421,0.000189947,0.000384211,0.000218008
29473.68421,0.000189947,0.000431579,0.000173218
29473.68421,0.000189947,0.000478947,0.000140974
29473.68421,0.000189947,0.000526316,0.00011705
29473.68421,0.000189947,0.000573684,9.87E-05
29473.68421,0.000189947,0.000621053,8.44E-05
29473.68421,0.000189947,0.000668421,7.30E-05
29473.68421,0.000189947,0.000715789,6.38E-05
29473.68421,0.000189947,0.000763158,5.62E-05
29473.68421,0.000189947,0.000810526,4.99E-05
29473.68421,0.000189947,0.000857895,4.47E-05
29473.68421,0.000189947,0.000905263,4.02E-05
29473.68421,0.000189947,0.000952632,3.63E-05
29473.68421,0.000189947,0.001,3.30E-05
29473.68421,0.000225684,0.0001,0.00264412
29473.68421,0.000225684,0.000147368,0.00122815
29473.68421,0.000225684,0.000194737,0.000706221
29473.68421,0.000225684,0.000242105,0.000458537
29473.68421,0.000225684,0.000289474,0.00032183
29473.68421,0.000225684,0.000336842,0.000238356
29473.68421,0.000225684,0.000384211,0.000183697
29473.68421,0.000225684,0.000431579,0.000145948
29473.68421,0.000225684,0.000478947,0.000118786
29473.68421,0.000225684,0.000526316,9.86E-05
29473.68421,0.000225684,0.000573684,8.32E-05
29473.68421,0.000225684,0.000621053,7.11E-05
29473.68421,0.000225684,0.000668421,6.15E-05
29473.68421,0.000225684,0.000715789,5.38E-05
29473.68421,0.000225684,0.000763158,4.74E-05
29473.68421,0.000225684,0.000810526,4.21E-05
29473.68421,0.000225684,0.000857895,3.76E-05
29473.68421,0.000225684,0.000905263,3.38E-05
29473.68421,0.000225684,0.000952632,3.06E-05
29473.68421,0.000225684,0.001,2.78E-05
29473.68421,0.000261421,0.0001,0.00228499
29473.68421,0.000261421,0.000147368,0.00106134
29473.68421,0.000261421,0.000194737,0.000610245
29473.68421,0.000261421,0.000242105,0.000396207
29473.68421,0.000261421,0.000289474,0.000278065
29473.68421,0.000261421,0.000336842,0.000205942
29473.68421,0.000261421,0.000384211,0.000158701
29473.68421,0.000261421,0.000431579,0.000126096
29473.68421,0.000261421,0.000478947,0.000102634
29473.68421,0.000261421,0.000526316,8.52E-05
29473.68421,0.000261421,0.000573684,7.19E-05
29473.68421,0.000261421,0.000621053,6.15E-05
29473.68421,0.000261421,0.000668421,5.32E-05
29473.68421,0.000261421,0.000715789,4.64E-05
29473.68421,0.000261421,0.000763158,4.09E-05
29473.68421,0.000261421,0.000810526,3.64E-05
29473.68421,0.000261421,0.000857895,3.25E-05
29473.68421,0.000261421,0.000905263,2.92E-05
29473.68421,0.000261421,0.000952632,2.64E-05
29473.68421,0.000261421,0.001,2.40E-05
29473.68421,0.000297158,0.0001,0.00201168
29473.68421,0.000297158,0.000147368,0.000934262
29473.68421,0.000297158,0.000194737,0.000537181
29473.68421,0.000297158,0.000242105,0.000348797
29473.68421,0.000297158,0.000289474,0.000244796
29473.68421,0.000297158,0.000336842,0.000181289
29473.68421,0.000297158,0.000384211,0.000139716
29473.68421,0.000297158,0.000431579,0.000111001
29473.68421,0.000297158,0.000478947,9.03E-05
29473.68421,0.000297158,0.000526316,7.50E-05
29473.68421,0.000297158,0.000573684,6.33E-05
29473.68421,0.000297158,0.000621053,5.41E-05
29473.68421,0.000297158,0.000668421,4.68E-05
29473.68421,0.000297158,0.000715789,4.09E-05
29473.68421,0.000297158,0.000763158,3.60E-05
29473.68421,0.000297158,0.000810526,3.20E-05
29473.68421,0.000297158,0.000857895,2.86E-05
29473.68421,0.000297158,0.000905263,2.57E-05
29473.68421,0.000297158,0.000952632,2.33E-05
29473.68421,0.000297158,0.001,2.12E-05
29473.68421,0.000332895,0.0001,0.00179658
29473.68421,0.000332895,0.000147368,0.000834435
29473.68421,0.000332895,0.000194737,0.000479809
29473.68421,0.000332895,0.000242105,0.000311535
29473.68421,0.000332895,0.000289474,0.000218607
29473.68421,0.000332895,0.000336842,0.00016191
29473.68421,0.000332895,0.000384211,0.000124767
29473.68421,0.000332895,0.000431579,9.91E-05
29473.68421,0.000332895,0.000478947,8.07E-05
29473.68421,0.000332895,0.000526316,6.70E-05
29473.68421,0.000332895,0.000573684,5.65E-05
29473.68421,0.000332895,0.000621053,4.83E-05
29473.68421,0.000332895,0.000668421,4.18E-05
29473.68421,0.000332895,0.000715789,3.65E-05
29473.68421,0.000332895,0.000763158,3.22E-05
29473.68421,0.000332895,0.000810526,2.86E-05
29473.68421,0.000332895,0.000857895,2.56E-05
29473.68421,0.000332895,0.000905263,2.30E-05
29473.68421,0.000332895,0.000952632,2.08E-05
29473.68421,0.000332895,0.001,1.89E-05
29473.68421,0.000368632,0.0001,0.00162321
29473.68421,0.000368632,0.000147368,0.000753861
29473.68421,0.000368632,0.000194737,0.00043343
29473.68421,0.000368632,0.000242105,0.000281409
29473.68421,0.000368632,0.000289474,0.000197487
29473.68421,0.000368632,0.000336842,0.00014626
29473.68421,0.000368632,0.000384211,0.000112722
29473.68421,0.000368632,0.000431579,8.96E-05
29473.68421,0.000368632,0.000478947,7.29E-05
29473.68421,0.000368632,0.000526316,6.05E-05
29473.68421,0.000368632,0.000573684,5.10E-05
29473.68421,0.000368632,0.000621053,4.36E-05
29473.68421,0.000368632,0.000668421,3.77E-05
29473.68421,0.000368632,0.000715789,3.30E-05
29473.68421,0.000368632,0.000763158,2.91E-05
29473.68421,0.000368632,0.000810526,2.58E-05
29473.68421,0.000368632,0.000857895,2.31E-05
29473.68421,0.000368632,0.000905263,2.08E-05
29473.68421,0.000368632,0.000952632,1.88E-05
29473.68421,0.000368632,0.001,1.71E-05
29473.68421,0.000404368,0.0001,0.00148039
29473.68421,0.000404368,0.000147368,0.000687377
29473.68421,0.000404368,0.000194737,0.000395265
29473.68421,0.000404368,0.000242105,0.000256609
29473.68421,0.000404368,0.000289474,0.000180078
29473.68421,0.000404368,0.000336842,0.000133387
29473.68421,0.000404368,0.000384211,0.000102791
29473.68421,0.000404368,0.000431579,8.17E-05
29473.68421,0.000404368,0.000478947,6.65E-05
29473.68421,0.000404368,0.000526316,5.52E-05
29473.68421,0.000404368,0.000573684,4.65E-05
29473.68421,0.000404368,0.000621053,3.98E-05
29473.68421,0.000404368,0.000668421,3.44E-05
29473.68421,0.000404368,0.000715789,3.01E-05
29473.68421,0.000404368,0.000763158,2.65E-05
29473.68421,0.000404368,0.000810526,2.35E-05
29473.68421,0.000404368,0.000857895,2.11E-05
29473.68421,0.000404368,0.000905263,1.89E-05
29473.68421,0.000404368,0.000952632,1.71E-05
29473.68421,0.000404368,0.001,1.56E-05
29473.68421,0.000440105,0.0001,0.00136057
29473.68421,0.000440105,0.000147368,0.000631764
29473.68421,0.000440105,0.000194737,0.000363272
29473.68421,0.000440105,0.000242105,0.000235843
