fsw,cap,ind,pl_i_cu
20000.0,0.0005830526315789473,0.0005263157894736842,3.89751
20000.0,0.0005830526315789473,0.0005736842105263159,4.06843
20000.0,0.0005830526315789473,0.0006210526315789474,4.23262
20000.0,0.0005830526315789473,0.000668421052631579,4.39073
20000.0,0.0005830526315789473,0.0007157894736842105,4.54333
20000.0,0.0005830526315789473,0.0007631578947368422,4.69087
20000.0,0.0005830526315789473,0.0008105263157894738,4.83409
20000.0,0.0005830526315789473,0.0008578947368421053,4.97307
20000.0,0.0005830526315789473,0.0009052631578947369,5.10838
20000.0,0.0005830526315789473,0.0009526315789473685,5.24024
20000.0,0.0005830526315789473,0.001,5.3687
20000.0,0.0006187894736842105,0.0001,1.44233
20000.0,0.0006187894736842105,0.00014736842105263158,2.0714
20000.0,0.0006187894736842105,0.00019473684210526317,2.36839
20000.0,0.0006187894736842105,0.00024210526315789473,2.63472
20000.0,0.0006187894736842105,0.00028947368421052634,2.87726
20000.0,0.0006187894736842105,0.0003368421052631579,3.10133
20000.0,0.0006187894736842105,0.00038421052631578946,3.31055
20000.0,0.0006187894736842105,0.0004315789473684211,3.50741
20000.0,0.0006187894736842105,0.00047894736842105264,3.69403
20000.0,0.0006187894736842105,0.0005263157894736842,3.89743
20000.0,0.0006187894736842105,0.0005736842105263159,4.06848
20000.0,0.0006187894736842105,0.0006210526315789474,4.23257
20000.0,0.0006187894736842105,0.000668421052631579,4.3907
20000.0,0.0006187894736842105,0.0007157894736842105,4.54326
20000.0,0.0006187894736842105,0.0007631578947368422,4.6909
20000.0,0.0006187894736842105,0.0008105263157894738,4.8341
20000.0,0.0006187894736842105,0.0008578947368421053,4.97309
20000.0,0.0006187894736842105,0.0009052631578947369,5.10838
20000.0,0.0006187894736842105,0.0009526315789473685,5.24016
20000.0,0.0006187894736842105,0.001,5.36881
20000.0,0.0006545263157894737,0.0001,1.4424
20000.0,0.0006545263157894737,0.00014736842105263158,2.07124
20000.0,0.0006545263157894737,0.00019473684210526317,2.36842
20000.0,0.0006545263157894737,0.00024210526315789473,2.63469
20000.0,0.0006545263157894737,0.00028947368421052634,2.87731
20000.0,0.0006545263157894737,0.0003368421052631579,3.10122
20000.0,0.0006545263157894737,0.00038421052631578946,3.31044
20000.0,0.0006545263157894737,0.0004315789473684211,3.50756
20000.0,0.0006545263157894737,0.00047894736842105264,3.69395
20000.0,0.0006545263157894737,0.0005263157894736842,3.89739
20000.0,0.0006545263157894737,0.0005736842105263159,4.06844
20000.0,0.0006545263157894737,0.0006210526315789474,4.23259
20000.0,0.0006545263157894737,0.000668421052631579,4.39073
20000.0,0.0006545263157894737,0.0007157894736842105,4.54325
20000.0,0.0006545263157894737,0.0007631578947368422,4.69092
20000.0,0.0006545263157894737,0.0008105263157894738,4.83407
20000.0,0.0006545263157894737,0.0008578947368421053,4.97309
20000.0,0.0006545263157894737,0.0009052631578947369,5.10837
20000.0,0.0006545263157894737,0.0009526315789473685,5.23996
20000.0,0.0006545263157894737,0.001,5.36824
20000.0,0.0006902631578947368,0.0001,1.44239
20000.0,0.0006902631578947368,0.00014736842105263158,2.0712
20000.0,0.0006902631578947368,0.00019473684210526317,2.36848
20000.0,0.0006902631578947368,0.00024210526315789473,2.63479
20000.0,0.0006902631578947368,0.00028947368421052634,2.87719
20000.0,0.0006902631578947368,0.0003368421052631579,3.10129
20000.0,0.0006902631578947368,0.00038421052631578946,3.31067
20000.0,0.0006902631578947368,0.0004315789473684211,3.50745
20000.0,0.0006902631578947368,0.00047894736842105264,3.69391
20000.0,0.0006902631578947368,0.0005263157894736842,3.8974
20000.0,0.0006902631578947368,0.0005736842105263159,4.0684
20000.0,0.0006902631578947368,0.0006210526315789474,4.23259
20000.0,0.0006902631578947368,0.000668421052631579,4.3907
20000.0,0.0006902631578947368,0.0007157894736842105,4.54327
20000.0,0.0006902631578947368,0.0007631578947368422,4.69091
20000.0,0.0006902631578947368,0.0008105263157894738,4.83414
20000.0,0.0006902631578947368,0.0008578947368421053,4.97316
20000.0,0.0006902631578947368,0.0009052631578947369,5.10838
