60500,0.000501973,0.0004956,8.62E-05
187800,0.000352,5.01E-05,2.59E-05
64700,0.00076876,0.0001341,4.14E-05
23400,0.000893359,7.00E-05,0.00272901
34600,0.000565,4.65E-05,0.0030291
114600,0.000705304,0.00015034,6.48E-06
171800,0.000533425,0.00016405,1.62E-06
177000,0.000194737,0.0008664,5.31E-11
184500,0.000366728,6.30E-05,1.66E-05
90000,0.000649728,0.00013862,1.71E-05
53600,0.000607913,0.00025958,2.49E-05
196500,0.000495,7.84E-05,6.66E-06
186100,0.000393462,0.0003119,6.36E-07
53400,0.00097,0.0009409,0.130064
156200,0.000663875,9.83E-05,6.34E-06
165400,0.00093789,0.0003509,5.58E-07
190600,0.000417179,4.10E-05,1.81E-08
114500,0.000129456,0.0003348,6.94E-06
188400,0.00097,0.00022329,8.05E-05
75800,0.00046789,0.0006936,1.64E-06
177800,0.000361973,0.00046881,3.52E-07
78800,0.000515804,0.00107866,0.00536889
180000,4.60E-05,0.00164746,1.40E-07
134400,0.000560909,0.00013142,6.60E-06
30500,0.000862857,3.11E-05,0.00643091
181100,0.000375804,0.00044277,3.59E-07
151600,0.000406744,0.00063522,2.78E-07
95400,0.000873875,0.00068776,0.00619944
198300,0.000999728,0.00088474,0.0326073
135600,0.00038,0.00049766,6.76E-07
30000,4.40E-05,0.0004604,0.000608115
86700,0.000196429,0.00058406,3.62E-06
125500,0.000240875,0.00016138,1.06E-09
180100,0.00051876,0.00048211,3.25E-05
123200,0.000434266,0.0015,0.00949877
180000,0.000563359,0.00081254,0.0007186
55700,0.000335,8.94E-05,0.000331969
66500,0.000203425,0.0004459,1.32E-05
167100,0.000493548,0.00018832,1.90E-06
166400,0.000725804,9.09E-05,5.59E-06
133200,0.000324913,0.00122582,1.56E-07
172900,0.000857266,0.00092198,0.0284834
71700,0.00066604,0.0001944,1.68E-05
178000,0.00055913,0.00079912,0.000707432
95700,0.000447315,0.00120422,0.0196037
70100,0.00094973,5.64E-05,0.000147496
88000,0.000420909,0.00199066,0.0107642
79500,0.000966957,0.0004704,3.67E-06
31700,0.00034576,0.00031366,0.000144439
169500,0.000144452,0.0006455,3.26E-15
155200,0.000213222,0.00076108,4.64E-11
129900,0.000728977,0.00077998,0.00333326
61500,0.000762456,0.0011616,0.0743094
