fsw,cap,ind,pl_c
20000.0,4.7e-05,0.0001,0.0396749
20000.0,4.7e-05,0.001,0.000414793
20000.0,0.000726,0.0001,0.00264589
20000.0,0.000726,0.001,0.136176
200000.0,4.7e-05,0.0001,2.26696e-05
200000.0,4.7e-05,0.001,2.40497e-07
200000.0,0.000726,0.0001,2.64941e-06
200000.0,0.000726,0.001,0.0112823
