fsw,cap,ind,ripple_v,ripple_c
20000.0,4.7e-05,0.0001,4.43275857758368,55.70368415053364
20000.0,4.7e-05,0.001,0.45085211883828524,5.745691931070893
20000.0,0.000726,0.0001,0.4783452919656427,56.195037923907485
20000.0,0.000726,0.001,206.68634311813884,434.5442030076635
200000.0,4.7e-05,0.0001,3.2933058891175837,6.067831552724066
200000.0,4.7e-05,0.001,0.3383361528012694,0.6128446576194105
200000.0,0.000726,0.0001,0.28833573613112856,6.083452629659017
200000.0,0.000726,0.001,200.58994669102975,429.5657825367681
