part_no,value,volume,ESR,ESL
EKZE250Exx221MHB5D+EKZE250Exx331MJC5S/EKZE250Exx221MHB5D,352,2.138,63.30026146,1.25E-07
EKZE250Exx470ME11D+EKZE250Exx470ME11D/EKZE250Exx331MH15D,353.5,1.186,63.03166063,1.24E-07
EKZE250Exx470ME11D+EKZE250Exx470ME11D/EKZE250Exx331MJC5S,353.5,1.414,63.03166063,1.24E-07
EKZE250Exx152MK25S+EKZE250Exx471MH20D,357.8680203,4.073,62.26231674,1.23E-07
EKZE250Exx152MK25S+EKZE250Exx471MJ16S,357.8680203,4.325,62.26231674,1.23E-07
EKZE250Exx101MF11D+EKZE250Exx470ME11D/EKZE250Exx331MH15D,361.9727891,1.313,61.55626252,1.21E-07
EKZE250Exx101MF11D+EKZE250Exx470ME11D/EKZE250Exx331MJC5S,361.9727891,1.541,61.55626252,1.21E-07
EKZE250Exx102MK20S+EKZE250Exx471MH20D/EKZE250Exx470ME11D,366.7278912,3.676,60.75810586,1.20E-07
EKZE250Exx102MK20S+EKZE250Exx471MJ16S/EKZE250Exx470ME11D,366.7278912,3.927,60.75810586,1.20E-07
EKZE250Exx221MHB5D+EKZE250Exx470ME11D/EKZE250Exx331MH15D,368.7265918,1.548,60.42876356,1.19E-07
EKZE250Exx221MHB5D+EKZE250Exx470ME11D/EKZE250Exx331MJC5S,368.7265918,1.776,60.42876356,1.19E-07
EKZE250Exx221MHB5D+EKZE250Exx471MH20D/EKZE250Exx221MHB5D,369.8550725,2.161,60.24438677,1.19E-07
EKZE250Exx221MHB5D+EKZE250Exx471MJ16S/EKZE250Exx221MHB5D,369.8550725,2.413,60.24438677,1.19E-07
EKZE250Exx152MK25S+EKZE250Exx331MH15D/EKZE250Exx101MF11D,370.4918033,4.165,60.14085018,1.19E-07
EKZE250Exx152MK25S+EKZE250Exx331MJC5S/EKZE250Exx101MF11D,370.4918033,4.393,60.14085018,1.19E-07
EKZE250Exx331MH15D+EKZE250Exx470ME11D/EKZE250Exx331MH15D,371.1405836,1.724,60.03571967,1.18E-07
EKZE250Exx331MJC5S+EKZE250Exx470ME11D/EKZE250Exx331MH15D,371.1405836,1.952,60.03571967,1.18E-07
EKZE250Exx331MH15D+EKZE250Exx470ME11D/EKZE250Exx331MJC5S,371.1405836,1.952,60.03571967,1.18E-07
EKZE250Exx331MJC5S+EKZE250Exx470ME11D/EKZE250Exx331MJC5S,371.1405836,2.179,60.03571967,1.18E-07
EKZE250Exx681MJ20S+EKZE250Exx821MJ25S,371.7333333,3.534,59.93998933,1.18E-07
EKZE250Exx182MK30S+EKZE250Exx471MH20D,372.6872247,4.687,59.78657319,1.18E-07
EKZE250Exx182MK30S+EKZE250Exx471MJ16S,372.6872247,4.938,59.78657319,1.18E-07
EKZE250Exx182ML20S+EKZE250Exx471MH20D,372.6872247,5.027,59.78657319,1.18E-07
EKZE250Exx182ML20S+EKZE250Exx471MJ16S,372.6872247,5.278,59.78657319,1.18E-07
EKZE250Exx470ME11D+EKZE250Exx471MH20D/EKZE250Exx331MH15D,372.7272727,1.975,59.78014936,1.18E-07
EKZE250Exx470ME11D+EKZE250Exx471MJ16S/EKZE250Exx331MH15D,372.7272727,2.227,59.78014936,1.18E-07
EKZE250Exx470ME11D+EKZE250Exx471MH20D/EKZE250Exx331MJC5S,372.7272727,2.203,59.78014936,1.18E-07
EKZE250Exx470ME11D+EKZE250Exx471MJ16S/EKZE250Exx331MJC5S,372.7272727,2.454,59.78014936,1.18E-07
EKZE250Exx470ME11D+EKZE250Exx681MJ20S/EKZE250Exx331MH15D,373.9614856,2.541,59.5828525,1.17E-07
EKZE250Exx470ME11D+EKZE250Exx681MJ20S/EKZE250Exx331MJC5S,373.9614856,2.769,59.5828525,1.17E-07
EKZE250Exx470ME11D+EKZE250Exx821MJ25S/EKZE250Exx331MH15D,374.4521338,2.933,59.50478051,1.17E-07
EKZE250Exx470ME11D+EKZE250Exx821MJ25S/EKZE250Exx331MJC5S,374.4521338,3.161,59.50478051,1.17E-07
EKZE250Exx102MK20S+EKZE250Exx470ME11D/EKZE250Exx331MH15D,374.8901624,3.424,59.43525403,1.17E-07
EKZE250Exx102MK20S+EKZE250Exx470ME11D/EKZE250Exx331MJC5S,374.8901624,3.652,59.43525403,1.17E-07
EKZE250Exx152MK25S+EKZE250Exx470ME11D/EKZE250Exx331MH15D,375.572075,4.038,59.32733959,1.17E-07
EKZE250Exx152MK25S+EKZE250Exx470ME11D/EKZE250Exx331MJC5S,375.572075,4.266,59.32733959,1.17E-07
EKZE250Exx182MK30S+EKZE250Exx470ME11D/EKZE250Exx331MH15D,375.8040065,4.652,59.29072508,1.17E-07
EKZE250Exx182ML20S+EKZE250Exx470ME11D/EKZE250Exx331MH15D,375.8040065,4.991,59.29072508,1.17E-07
EKZE250Exx182MK30S+EKZE250Exx470ME11D/EKZE250Exx331MJC5S,375.8040065,4.879,59.29072508,1.17E-07
EKZE250Exx182ML20S+EKZE250Exx470ME11D/EKZE250Exx331MJC5S,375.8040065,5.219,59.29072508,1.17E-07
EKZE250Exx222MK35S+EKZE250Exx470ME11D/EKZE250Exx331MH15D,376.0169114,5.265,59.25715401,1.17E-07
EKZE250Exx222MK35S+EKZE250Exx470ME11D/EKZE250Exx331MJC5S,376.0169114,5.493,59.25715401,1.17E-07
EKZE250Exx272ML25S+EKZE250Exx470ME11D/EKZE250Exx331MH15D,376.19585,5.997,59.22896819,1.17E-07
EKZE250Exx272ML25S+EKZE250Exx470ME11D/EKZE250Exx331MJC5S,376.19585,6.224,59.22896819,1.17E-07
EKZE250Exx331MH15D/EKZE250Exx470ME11D,377,0.97,59.10263139,1.16E-07
EKZE250Exx331MJC5S/EKZE250Exx470ME11D,377,1.198,59.10263139,1.16E-07
EKZE250Exx471MH20D+EKZE250Exx681MJ20S/EKZE250Exx101MF11D,377.9130435,2.919,58.95983856,1.16E-07
EKZE250Exx471MJ16S+EKZE250Exx681MJ20S/EKZE250Exx101MF11D,377.9130435,3.17,58.95983856,1.16E-07
EKZE250Exx182MK30S+EKZE250Exx331MH15D/EKZE250Exx101MF11D,378.8732394,4.778,58.81041392,1.16E-07
EKZE250Exx182MK30S+EKZE250Exx331MJC5S/EKZE250Exx101MF11D,378.8732394,5.006,58.81041392,1.16E-07
EKZE250Exx182ML20S+EKZE250Exx331MH15D/EKZE250Exx101MF11D,378.8732394,5.118,58.81041392,1.16E-07
EKZE250Exx182ML20S+EKZE250Exx331MJC5S/EKZE250Exx101MF11D,378.8732394,5.346,58.81041392,1.16E-07
EKZE250Exx101MF11D+EKZE250Exx101MF11D/EKZE250Exx331MH15D,380,1.44,58.63603167,1.16E-07
EKZE250Exx101MF11D+EKZE250Exx101MF11D/EKZE250Exx331MJC5S,380,1.668,58.63603167,1.16E-07
EKZE250Exx331MH15D+EKZE250Exx331MH15D/EKZE250Exx221MHB5D,385,2.086,57.87452476,1.14E-07
EKZE250Exx331MH15D+EKZE250Exx331MJC5S/EKZE250Exx221MHB5D,385,2.314,57.87452476,1.14E-07
EKZE250Exx331MJC5S+EKZE250Exx331MJC5S/EKZE250Exx221MHB5D,385,2.542,57.87452476,1.14E-07
EKZE250Exx221MHB5D+EKZE250Exx681MJ20S/EKZE250Exx221MHB5D,386.2222222,2.727,57.69137753,1.14E-07
EKZE250Exx222MK35S+EKZE250Exx331MH15D/EKZE250Exx101MF11D,386.9565217,5.392,57.58190076,1.13E-07
EKZE250Exx222MK35S+EKZE250Exx331MJC5S/EKZE250Exx101MF11D,386.9565217,5.62,57.58190076,1.13E-07
EKZE250Exx681MJ20S+EKZE250Exx681MJ20S/EKZE250Exx470ME11D,387,3.358,57.57543161,1.13E-07
EKZE250Exx222MK35S+EKZE250Exx471MH20D,387.2659176,5.3,57.53589722,1.13E-07
EKZE250Exx222MK35S+EKZE250Exx471MJ16S,387.2659176,5.552,57.53589722,1.13E-07
EKZE250Exx221MHB5D+EKZE250Exx821MJ25S/EKZE250Exx221MHB5D,393.4615385,3.12,56.62991132,1.12E-07
EKZE250Exx272ML25S+EKZE250Exx331MH15D/EKZE250Exx101MF11D,394.0594059,6.123,56.54399234,1.11E-07
EKZE250Exx272ML25S+EKZE250Exx331MJC5S/EKZE250Exx101MF11D,394.0594059,6.351,56.54399234,1.11E-07
EKZE250Exx101MF11D+EKZE250Exx221MHB5D/EKZE250Exx331MH15D,398.75,1.675,55.87885149,1.10E-07
EKZE250Exx101MF11D+EKZE250Exx221MHB5D/EKZE250Exx331MJC5S,398.75,1.903,55.87885149,1.10E-07
EKZE250Exx471MH20D+EKZE250Exx821MJ25S/EKZE250Exx101MF11D,398.7596899,3.312,55.87749363,1.10E-07
EKZE250Exx471MJ16S+EKZE250Exx821MJ25S/EKZE250Exx101MF11D,398.7596899,3.563,55.87749363,1.10E-07
EKZE250Exx272ML25S+EKZE250Exx471MH20D,400.3154574,6.032,55.66033392,1.10E-07
EKZE250Exx272ML25S+EKZE250Exx471MJ16S,400.3154574,6.283,55.66033392,1.10E-07
EKZE250Exx102MK20S+EKZE250Exx221MHB5D/EKZE250Exx221MHB5D,400.3278689,3.61,55.65860827,1.10E-07
EKZE250Exx102MK20S+EKZE250Exx681MJ20S,404.7619048,4.025,55.0488862,1.08E-07
EKZE250Exx152MK25S+EKZE250Exx471MH20D/EKZE250Exx470ME11D,404.8680203,4.289,55.03445794,1.08E-07
EKZE250Exx152MK25S+EKZE250Exx471MJ16S/EKZE250Exx470ME11D,404.8680203,4.541,55.03445794,1.08E-07
EKZE250Exx101MF11D+EKZE250Exx331MH15D/EKZE250Exx331MH15D,406.744186,1.851,54.78060363,1.08E-07
EKZE250Exx101MF11D+EKZE250Exx331MJC5S/EKZE250Exx331MH15D,406.744186,2.079,54.78060363,1.08E-07
EKZE250Exx101MF11D+EKZE250Exx331MH15D/EKZE250Exx331MJC5S,406.744186,2.079,54.78060363,1.08E-07
EKZE250Exx101MF11D+EKZE250Exx331MJC5S/EKZE250Exx331MJC5S,406.744186,2.306,54.78060363,1.08E-07
EKZE250Exx821MJ25S+EKZE250Exx821MJ25S,410,3.927,54.34559032,1.07E-07
EKZE250Exx152MK25S+EKZE250Exx221MHB5D/EKZE250Exx221MHB5D,411.8604651,4.224,54.10009923,1.07E-07
EKZE250Exx101MF11D+EKZE250Exx471MH20D/EKZE250Exx331MH15D,412.4561404,2.102,54.02196707,1.06E-07
EKZE250Exx101MF11D+EKZE250Exx471MJ16S/EKZE250Exx331MH15D,412.4561404,2.354,54.02196707,1.06E-07
EKZE250Exx101MF11D+EKZE250Exx471MH20D/EKZE250Exx331MJC5S,412.4561404,2.33,54.02196707,1.06E-07
EKZE250Exx101MF11D+EKZE250Exx471MJ16S/EKZE250Exx331MJC5S,412.4561404,2.581,54.02196707,1.06E-07
EKZE250Exx331MH15D+EKZE250Exx471MH20D/EKZE250Exx221MHB5D,413.875,2.337,53.83676722,1.06E-07
EKZE250Exx331MH15D+EKZE250Exx471MJ16S/EKZE250Exx221MHB5D,413.875,2.589,53.83676722,1.06E-07
EKZE250Exx331MJC5S+EKZE250Exx471MH20D/EKZE250Exx221MHB5D,413.875,2.565,53.83676722,1.06E-07
EKZE250Exx331MJC5S+EKZE250Exx471MJ16S/EKZE250Exx221MHB5D,413.875,2.816,53.83676722,1.06E-07
EKZE250Exx182MK30S+EKZE250Exx221MHB5D/EKZE250Exx221MHB5D,416.039604,4.838,53.556661,1.06E-07
EKZE250Exx182ML20S+EKZE250Exx221MHB5D/EKZE250Exx221MHB5D,416.039604,5.177,53.556661,1.06E-07
EKZE250Exx101MF11D+EKZE250Exx681MJ20S/EKZE250Exx331MH15D,417.1794872,2.668,53.41032509,1.05E-07
EKZE250Exx101MF11D+EKZE250Exx681MJ20S/EKZE250Exx331MJC5S,417.1794872,2.895,53.41032509,1.05E-07
EKZE250Exx681MJ20S+EKZE250Exx821MJ25S/EKZE250Exx470ME11D,418.7333333,3.75,53.21212872,1.05E-07
EKZE250Exx101MF11D+EKZE250Exx821MJ25S/EKZE250Exx331MH15D,419.1304348,3.06,53.16171336,1.05E-07
EKZE250Exx101MF11D+EKZE250Exx821MJ25S/EKZE250Exx331MJC5S,419.1304348,3.288,53.16171336,1.05E-07
EKZE250Exx182MK30S+EKZE250Exx471MH20D/EKZE250Exx470ME11D,419.6872247,4.903,53.09118487,1.05E-07
EKZE250Exx182MK30S+EKZE250Exx471MJ16S/EKZE250Exx470ME11D,419.6872247,5.154,53.09118487,1.05E-07
EKZE250Exx182ML20S+EKZE250Exx471MH20D/EKZE250Exx470ME11D,419.6872247,5.243,53.09118487,1.05E-07
EKZE250Exx182ML20S+EKZE250Exx471MJ16S/EKZE250Exx470ME11D,419.6872247,5.494,53.09118487,1.05E-07
EKZE250Exx102MK20S+EKZE250Exx471MH20D/EKZE250Exx101MF11D,419.7278912,3.803,53.08604099,1.05E-07
EKZE250Exx102MK20S+EKZE250Exx471MJ16S/EKZE250Exx101MF11D,419.7278912,4.054,53.08604099,1.05E-07
EKZE250Exx221MHB5D+EKZE250Exx222MK35S/EKZE250Exx221MHB5D,420,5.451,53.0516477,1.05E-07
EKZE250Exx101MF11D+EKZE250Exx102MK20S/EKZE250Exx331MH15D,420.9090909,3.551,52.9370653,1.04E-07
EKZE250Exx101MF11D+EKZE250Exx102MK20S/EKZE250Exx331MJC5S,420.9090909,3.779,52.9370653,1.04E-07
EKZE250Exx221MHB5D+EKZE250Exx272ML25S/EKZE250Exx221MHB5D,423.4246575,6.183,52.62256611,1.04E-07
EKZE250Exx101MF11D+EKZE250Exx152MK25S/EKZE250Exx331MH15D,423.75,4.165,52.58216409,1.04E-07
EKZE250Exx101MF11D+EKZE250Exx152MK25S/EKZE250Exx331MJC5S,423.75,4.393,52.58216409,1.04E-07
EKZE250Exx101MF11D+EKZE250Exx182MK30S/EKZE250Exx331MH15D,424.7368421,4.778,52.45999363,1.03E-07
EKZE250Exx101MF11D+EKZE250Exx182ML20S/EKZE250Exx331MH15D,424.7368421,5.118,52.45999363,1.03E-07
EKZE250Exx101MF11D+EKZE250Exx182MK30S/EKZE250Exx331MJC5S,424.7368421,5.006,52.45999363,1.03E-07
EKZE250Exx101MF11D+EKZE250Exx182ML20S/EKZE250Exx331MJC5S,424.7368421,5.346,52.45999363,1.03E-07
EKZE250Exx101MF11D+EKZE250Exx222MK35S/EKZE250Exx331MH15D,425.6521739,5.392,52.34718251,1.03E-07
EKZE250Exx101MF11D+EKZE250Exx222MK35S/EKZE250Exx331MJC5S,425.6521739,5.62,52.34718251,1.03E-07
EKZE250Exx101MF11D+EKZE250Exx272ML25S/EKZE250Exx331MH15D,426.4285714,6.123,52.25187411,1.03E-07
EKZE250Exx101MF11D+EKZE250Exx272ML25S/EKZE250Exx331MJC5S,426.4285714,6.351,52.25187411,1.03E-07
EKZE250Exx101MF11D/EKZE250Exx331MH15D,430,1.097,51.81788845,1.02E-07
EKZE250Exx101MF11D/EKZE250Exx331MJC5S,430,1.325,51.81788845,1.02E-07
EKZE250Exx222MK35S+EKZE250Exx471MH20D/EKZE250Exx470ME11D,434.2659176,5.516,51.30886659,1.01E-07
EKZE250Exx222MK35S+EKZE250Exx471MJ16S/EKZE250Exx470ME11D,434.2659176,5.768,51.30886659,1.01E-07
EKZE250Exx221MHB5D/EKZE250Exx221MHB5D,440,1.156,50.64020917,9.98E-08
EKZE250Exx681MJ20S+EKZE250Exx681MJ20S/EKZE250Exx101MF11D,440,3.484,50.64020917,9.98E-08
EKZE250Exx221MHB5D+EKZE250Exx221MHB5D/EKZE250Exx331MH15D,440,1.91,50.64020917,9.98E-08
EKZE250Exx221MHB5D+EKZE250Exx221MHB5D/EKZE250Exx331MJC5S,440,2.138,50.64020917,9.98E-08
EKZE250Exx331MH15D+EKZE250Exx681MJ20S/EKZE250Exx221MHB5D,442.1782178,2.903,50.39075001,9.93E-08
EKZE250Exx331MJC5S+EKZE250Exx681MJ20S/EKZE250Exx221MHB5D,442.1782178,3.131,50.39075001,9.93E-08
EKZE250Exx272ML25S+EKZE250Exx471MH20D/EKZE250Exx470ME11D,447.3154574,6.248,49.81203234,9.81E-08
EKZE250Exx272ML25S+EKZE250Exx471MJ16S/EKZE250Exx470ME11D,447.3154574,6.499,49.81203234,9.81E-08
EKZE250Exx102MK20S+EKZE250Exx821MJ25S,450.5494505,4.418,49.45448719,9.74E-08
EKZE250Exx102MK20S+EKZE250Exx681MJ20S/EKZE250Exx470ME11D,451.7619048,4.241,49.32175953,9.72E-08
EKZE250Exx471MH20D+EKZE250Exx471MH20D/EKZE250Exx221MHB5D,455,2.589,48.97075172,9.65E-08
EKZE250Exx471MH20D+EKZE250Exx471MJ16S/EKZE250Exx221MHB5D,455,2.84,48.97075172,9.65E-08
EKZE250Exx471MJ16S+EKZE250Exx471MJ16S/EKZE250Exx221MHB5D,455,3.091,48.97075172,9.65E-08
EKZE250Exx331MH15D+EKZE250Exx821MJ25S/EKZE250Exx221MHB5D,455.3043478,3.296,48.93801726,9.64E-08
EKZE250Exx331MJC5S+EKZE250Exx821MJ25S/EKZE250Exx221MHB5D,455.3043478,3.523,48.93801726,9.64E-08
EKZE250Exx821MJ25S+EKZE250Exx821MJ25S/EKZE250Exx470ME11D,457,4.143,48.75643771,9.60E-08
EKZE250Exx152MK25S+EKZE250Exx471MH20D/EKZE250Exx101MF11D,457.8680203,4.416,48.66400588,9.59E-08
EKZE250Exx152MK25S+EKZE250Exx471MJ16S/EKZE250Exx101MF11D,457.8680203,4.667,48.66400588,9.59E-08
EKZE250Exx221MHB5D+EKZE250Exx331MH15D/EKZE250Exx331MH15D,462,2.086,48.22877063,9.50E-08
EKZE250Exx221MHB5D+EKZE250Exx331MJC5S/EKZE250Exx331MH15D,462,2.314,48.22877063,9.50E-08
EKZE250Exx221MHB5D+EKZE250Exx331MH15D/EKZE250Exx331MJC5S,462,2.314,48.22877063,9.50E-08
EKZE250Exx221MHB5D+EKZE250Exx331MJC5S/EKZE250Exx331MJC5S,462,2.542,48.22877063,9.50E-08
EKZE250Exx152MK25S+EKZE250Exx681MJ20S,467.8899083,4.639,47.62165552,9.38E-08
EKZE250Exx102MK20S+EKZE250Exx331MH15D/EKZE250Exx221MHB5D,468.1203008,3.786,47.5982178,9.38E-08
EKZE250Exx102MK20S+EKZE250Exx331MJC5S/EKZE250Exx221MHB5D,468.1203008,4.014,47.5982178,9.38E-08
EKZE250Exx471MH20D,470,1.005,47.40785539,9.34E-08
EKZE250Exx471MJ16S,470,1.257,47.40785539,9.34E-08
EKZE250Exx681MJ20S+EKZE250Exx821MJ25S/EKZE250Exx101MF11D,471.7333333,3.877,47.23366033,9.30E-08
EKZE250Exx182MK30S+EKZE250Exx471MH20D/EKZE250Exx101MF11D,472.6872247,5.03,47.13834195,9.29E-08
EKZE250Exx182MK30S+EKZE250Exx471MJ16S/EKZE250Exx101MF11D,472.6872247,5.281,47.13834195,9.29E-08
EKZE250Exx182ML20S+EKZE250Exx471MH20D/EKZE250Exx101MF11D,472.6872247,5.369,47.13834195,9.29E-08
EKZE250Exx182ML20S+EKZE250Exx471MJ16S/EKZE250Exx101MF11D,472.6872247,5.621,47.13834195,9.29E-08
EKZE250Exx221MHB5D+EKZE250Exx471MH20D/EKZE250Exx331MH15D,479.8550725,2.337,46.43421173,9.15E-08
EKZE250Exx221MHB5D+EKZE250Exx471MJ16S/EKZE250Exx331MH15D,479.8550725,2.589,46.43421173,9.15E-08
EKZE250Exx221MHB5D+EKZE250Exx471MH20D/EKZE250Exx331MJC5S,479.8550725,2.565,46.43421173,9.15E-08
EKZE250Exx221MHB5D+EKZE250Exx471MJ16S/EKZE250Exx331MJC5S,479.8550725,2.816,46.43421173,9.15E-08
EKZE250Exx222MK35S+EKZE250Exx471MH20D/EKZE250Exx101MF11D,487.2659176,5.643,45.7279921,9.01E-08
EKZE250Exx222MK35S+EKZE250Exx471MJ16S/EKZE250Exx101MF11D,487.2659176,5.895,45.7279921,9.01E-08
EKZE250Exx152MK25S+EKZE250Exx331MH15D/EKZE250Exx221MHB5D,490.4918033,4.4,45.42724646,8.95E-08
EKZE250Exx152MK25S+EKZE250Exx331MJC5S/EKZE250Exx221MHB5D,490.4918033,4.628,45.42724646,8.95E-08
EKZE250Exx470ME11D+EKZE250Exx470ME11D/EKZE250Exx471MH20D,493.5,1.437,45.15033847,8.89E-08
EKZE250Exx470ME11D+EKZE250Exx470ME11D/EKZE250Exx471MJ16S,493.5,1.689,45.15033847,8.89E-08
EKZE250Exx182MK30S+EKZE250Exx681MJ20S,493.5483871,5.252,45.14591196,8.89E-08
EKZE250Exx182ML20S+EKZE250Exx681MJ20S,493.5483871,5.592,45.14591196,8.89E-08
EKZE250Exx331MH15D+EKZE250Exx331MH15D/EKZE250Exx331MH15D,495,2.262,45.01351926,8.87E-08
EKZE250Exx331MH15D+EKZE250Exx331MJC5S/EKZE250Exx331MH15D,495,2.49,45.01351926,8.87E-08
EKZE250Exx331MJC5S+EKZE250Exx331MJC5S/EKZE250Exx331MH15D,495,2.717,45.01351926,8.87E-08
EKZE250Exx331MH15D+EKZE250Exx331MH15D/EKZE250Exx331MJC5S,495,2.49,45.01351926,8.87E-08
EKZE250Exx331MH15D+EKZE250Exx331MJC5S/EKZE250Exx331MJC5S,495,2.717,45.01351926,8.87E-08
EKZE250Exx331MJC5S+EKZE250Exx331MJC5S/EKZE250Exx331MJC5S,495,2.945,45.01351926,8.87E-08
EKZE250Exx221MHB5D+EKZE250Exx681MJ20S/EKZE250Exx331MH15D,496.2222222,2.903,44.90264852,8.84E-08
EKZE250Exx221MHB5D+EKZE250Exx681MJ20S/EKZE250Exx331MJC5S,496.2222222,3.131,44.90264852,8.84E-08
EKZE250Exx102MK20S+EKZE250Exx821MJ25S/EKZE250Exx470ME11D,497.5494505,4.634,44.78286934,8.82E-08
EKZE250Exx471MH20D+EKZE250Exx681MJ20S/EKZE250Exx221MHB5D,497.9130435,3.154,44.75016737,8.81E-08
EKZE250Exx471MJ16S+EKZE250Exx681MJ20S/EKZE250Exx221MHB5D,497.9130435,3.405,44.75016737,8.81E-08
EKZE250Exx182MK30S+EKZE250Exx331MH15D/EKZE250Exx221MHB5D,498.8732394,5.014,44.66403541,8.80E-08
EKZE250Exx182MK30S+EKZE250Exx331MJC5S/EKZE250Exx221MHB5D,498.8732394,5.241,44.66403541,8.80E-08
EKZE250Exx182ML20S+EKZE250Exx331MH15D/EKZE250Exx221MHB5D,498.8732394,5.353,44.66403541,8.80E-08
EKZE250Exx182ML20S+EKZE250Exx331MJC5S/EKZE250Exx221MHB5D,498.8732394,5.581,44.66403541,8.80E-08
EKZE250Exx102MK20S+EKZE250Exx102MK20S,500,4.909,44.56338407,8.78E-08
EKZE250Exx272ML25S+EKZE250Exx471MH20D/EKZE250Exx101MF11D,500.3154574,6.375,44.53528609,8.77E-08
EKZE250Exx272ML25S+EKZE250Exx471MJ16S/EKZE250Exx101MF11D,500.3154574,6.626,44.53528609,8.77E-08
EKZE250Exx101MF11D+EKZE250Exx470ME11D/EKZE250Exx471MH20D,501.9727891,1.564,44.38824677,8.74E-08
EKZE250Exx101MF11D+EKZE250Exx470ME11D/EKZE250Exx471MJ16S,501.9727891,1.816,44.38824677,8.74E-08
EKZE250Exx221MHB5D+EKZE250Exx821MJ25S/EKZE250Exx331MH15D,503.4615385,3.296,44.25698952,8.72E-08
EKZE250Exx221MHB5D+EKZE250Exx821MJ25S/EKZE250Exx331MJC5S,503.4615385,3.523,44.25698952,8.72E-08
EKZE250Exx102MK20S+EKZE250Exx681MJ20S/EKZE250Exx101MF11D,504.7619048,4.368,44.14297478,8.70E-08
EKZE250Exx222MK35S+EKZE250Exx331MH15D/EKZE250Exx221MHB5D,506.9565217,5.627,43.95187965,8.66E-08
EKZE250Exx222MK35S+EKZE250Exx331MJC5S/EKZE250Exx221MHB5D,506.9565217,5.855,43.95187965,8.66E-08
EKZE250Exx221MHB5D+EKZE250Exx470ME11D/EKZE250Exx471MH20D,508.7265918,1.799,43.7989529,8.63E-08
EKZE250Exx221MHB5D+EKZE250Exx470ME11D/EKZE250Exx471MJ16S,508.7265918,2.051,43.7989529,8.63E-08
EKZE250Exx821MJ25S+EKZE250Exx821MJ25S/EKZE250Exx101MF11D,510,4.27,43.68959222,8.61E-08
EKZE250Exx102MK20S+EKZE250Exx221MHB5D/EKZE250Exx331MH15D,510.3278689,3.786,43.6615231,8.60E-08
EKZE250Exx102MK20S+EKZE250Exx221MHB5D/EKZE250Exx331MJC5S,510.3278689,4.014,43.6615231,8.60E-08
EKZE250Exx331MH15D+EKZE250Exx470ME11D/EKZE250Exx471MH20D,511.1405836,1.975,43.59210117,8.59E-08
EKZE250Exx331MJC5S+EKZE250Exx470ME11D/EKZE250Exx471MH20D,511.1405836,2.203,43.59210117,8.59E-08
EKZE250Exx331MH15D+EKZE250Exx470ME11D/EKZE250Exx471MJ16S,511.1405836,2.227,43.59210117,8.59E-08
EKZE250Exx331MJC5S+EKZE250Exx470ME11D/EKZE250Exx471MJ16S,511.1405836,2.454,43.59210117,8.59E-08
EKZE250Exx470ME11D+EKZE250Exx471MH20D/EKZE250Exx471MH20D,512.7272727,2.227,43.45720077,8.56E-08
EKZE250Exx470ME11D+EKZE250Exx471MJ16S/EKZE250Exx471MH20D,512.7272727,2.478,43.45720077,8.56E-08
EKZE250Exx470ME11D+EKZE250Exx471MH20D/EKZE250Exx471MJ16S,512.7272727,2.478,43.45720077,8.56E-08
EKZE250Exx470ME11D+EKZE250Exx471MJ16S/EKZE250Exx471MJ16S,512.7272727,2.729,43.45720077,8.56E-08
EKZE250Exx470ME11D+EKZE250Exx681MJ20S/EKZE250Exx471MH20D,513.9614856,2.792,43.35284386,8.54E-08
EKZE250Exx470ME11D+EKZE250Exx681MJ20S/EKZE250Exx471MJ16S,513.9614856,3.043,43.35284386,8.54E-08
EKZE250Exx272ML25S+EKZE250Exx331MH15D/EKZE250Exx221MHB5D,514.0594059,6.359,43.34458581,8.54E-08
EKZE250Exx272ML25S+EKZE250Exx331MJC5S/EKZE250Exx221MHB5D,514.0594059,6.586,43.34458581,8.54E-08
EKZE250Exx470ME11D+EKZE250Exx821MJ25S/EKZE250Exx471MH20D,514.4521338,3.185,43.31149697,8.53E-08
EKZE250Exx470ME11D+EKZE250Exx821MJ25S/EKZE250Exx471MJ16S,514.4521338,3.436,43.31149697,8.53E-08
EKZE250Exx152MK25S+EKZE250Exx681MJ20S/EKZE250Exx470ME11D,514.8899083,4.855,43.27467227,8.52E-08
EKZE250Exx102MK20S+EKZE250Exx470ME11D/EKZE250Exx471MH20D,514.8901624,3.676,43.27465091,8.52E-08
EKZE250Exx102MK20S+EKZE250Exx470ME11D/EKZE250Exx471MJ16S,514.8901624,3.927,43.27465091,8.52E-08
EKZE250Exx152MK25S+EKZE250Exx470ME11D/EKZE250Exx471MH20D,515.572075,4.289,43.21741443,8.51E-08
EKZE250Exx152MK25S+EKZE250Exx470ME11D/EKZE250Exx471MJ16S,515.572075,4.541,43.21741443,8.51E-08
EKZE250Exx182MK30S+EKZE250Exx470ME11D/EKZE250Exx471MH20D,515.8040065,4.903,43.1979817,8.51E-08
EKZE250Exx182ML20S+EKZE250Exx470ME11D/EKZE250Exx471MH20D,515.8040065,5.243,43.1979817,8.51E-08
EKZE250Exx182MK30S+EKZE250Exx470ME11D/EKZE250Exx471MJ16S,515.8040065,5.154,43.1979817,8.51E-08
EKZE250Exx182ML20S+EKZE250Exx470ME11D/EKZE250Exx471MJ16S,515.8040065,5.494,43.1979817,8.51E-08
EKZE250Exx222MK35S+EKZE250Exx470ME11D/EKZE250Exx471MH20D,516.0169114,5.516,43.18015852,8.51E-08
